District code,State name,District Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000
357,JHARKHAND,Purbi Singhbhum,2293919,1176902,1117017,1507699,856526,651173,837167,616249,220918,529578,307589,1456752,382507,262537,342126,604663,202047,346644,369670,278853,162210,157688,1542160,525916,2068076,1292595,632314,368148,302921,32092,228411,274111,232536,234485,80169,230515,3999,3984,3575,157520,212215,808,140971,42702,16616,40985,57601,69106,270632,111298,90228,113503,27966,321570,61441,13737,17595,3029,829,69096,415
358,JHARKHAND,Palamu,1939869,1006302,933567,1024563,621706,402857,713175,473042,240133,283702,429473,1226694,68238,355529,52375,407904,303053,296937,231565,160964,100290,63595,1163521,803424,1966945,1244572,425668,268387,159105,8015,51012,167482,82133,46445,86426,239217,740,4192,2365,155839,93084,468,16934,3755,6422,31313,37735,35321,163115,56610,71184,125041,29624,248291,61734,14266,18690,3398,1026,26800,411
359,JHARKHAND,Latehar,726978,369666,357312,350682,209706,140976,313379,180106,133273,117311,196068,413599,38194,146377,14137,160514,109491,121529,88787,46142,23885,13956,404807,349277,754084,484084,152720,89870,63127,1268,10697,39512,16406,14317,50470,70760,1842,3848,528,66928,13556,176,3795,736,3155,10368,13523,12948,58080,20177,24955,50469,10613,93771,22795,3568,4556,804,184,11563,146
360,JHARKHAND,Hazaribagh,1734495,890881,843614,1013249,596113,417136,654636,423472,231164,327316,327320,1079859,176888,312983,68765,381748,253962,322344,255576,173378,99945,79898,1191615,613774,1805389,1107452,396466,230033,168989,9803,84424,201427,79996,59041,185509,74787,1051,3203,1018,146538,78545,277,21574,7197,5811,19375,25186,24619,134979,46910,63450,107180,33882,191267,57436,17304,23218,4595,1319,29306,595
361,JHARKHAND,Ramgarh,949443,494230,455213,596497,350031,246466,312125,234202,77923,221112,91013,637318,149265,134067,118558,252625,115199,138748,134324,101381,70249,47207,612505,292062,904567,594747,230525,123794,95218,7418,87482,117980,67272,58313,80525,41190,862,3393,1189,66456,60452,693,45344,4175,5756,12132,17888,17653,89207,33140,38414,56855,13247,121808,27556,6259,7871,1312,300,19962,543
362,JHARKHAND,Dumka,1321442,668514,652928,672409,406275,266134,624779,367108,257671,237479,387300,696663,62110,303697,23281,326978,229157,229259,149009,69525,38383,25593,743623,601078,1344701,799323,324226,196164,175375,2912,32443,75323,28625,26873,71859,178206,3858,3271,1206,146642,23295,414,10184,9715,8706,28365,37071,38168,147147,56146,52833,76605,12102,188539,44808,7673,9036,1163,200,30542,376
363,JHARKHAND,Jamtara,791042,404830,386212,426312,258260,168052,326631,214740,111891,122434,204197,464411,49419,165555,20113,185668,131150,132014,85745,40613,22995,14802,428897,366012,794909,480895,189889,116810,116861,1632,31194,55601,17759,14710,38510,103482,498,1405,400,81943,20557,100,3369,6404,3906,12645,16551,18845,76917,30509,27563,43706,12929,100935,27797,6697,8399,1390,312,12972,150
364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,1142867,743967,398900,756176,386691,1771386,350908,420740,310242,730982,361522,547583,495515,370847,247237,195181,2246309,613855,2860164,1742293,725938,409166,344888,34053,247137,334055,237057,227932,213369,211799,2336,6977,3210,182802,199059,606,101302,44162,15357,40971,56328,65660,294024,113820,114544,167822,38615,384633,85818,17433,22402,3868,1101,63936,674
365,JHARKHAND,Khunti,531885,266335,265550,284575,164741,119834,259984,141123,118861,153087,106897,271901,29157,123245,12474,135719,64029,89730,89924,48591,20689,10130,323630,177856,501486,327152,125649,78736,70981,1016,11314,27125,10069,8580,57827,31749,1255,2774,3029,44773,9007,676,3831,550,3688,8705,12393,12095,48490,17529,18866,34407,7364,70416,13794,2211,2796,456,129,15648,285
366,JHARKHAND,Gumla,1025213,514390,510823,559720,321795,237925,487508,264774,222734,278931,208577,537705,31687,216629,16445,233074,136719,242580,182260,82114,45613,23742,715941,322119,1038060,643579,225871,155452,130700,2181,18701,55186,19181,19545,121359,52883,2601,1302,914,83958,20129,61,7231,961,5786,13647,19433,18973,81595,28695,33927,69063,18758,125906,32057,5990,7491,1195,306,23395,242
367,JHARKHAND,Simdega,599578,300309,299269,343483,191991,151492,288645,159867,128778,155510,133135,310933,16865,144169,11114,155283,82317,130068,97580,47836,24842,13674,397514,191341,588855,357859,143560,97817,86022,1158,7606,27504,9228,9547,65409,43565,954,1071,873,58894,9151,95,3519,535,4170,10863,15033,14689,55943,20040,21214,38718,6912,81090,13393,1740,2013,218,55,20110,148
368,JHARKHAND,Pashchimi Singhbhum,1502338,749385,752953,727561,439273,288288,694863,392690,302173,343008,351855,807475,121955,336928,63396,400324,290007,461276,202752,79516,35824,10743,1080692,279016,1359708,960987,353305,187635,180400,3704,40486,76341,34881,35357,54151,182967,9208,16578,3966,135010,29880,1229,29479,7128,12931,28601,41532,39888,146468,53981,52599,92481,19402,205643,28385,4254,5276,824,198,60579,360
369,JHARKHAND,Saraikela-Kharsawan,1065056,544411,520645,612993,365332,247661,430051,283281,146770,228598,201453,635005,138131,217248,68439,285687,134506,259984,177763,106348,49944,29840,759828,228943,988771,634975,265892,161542,156146,4584,60378,90836,46324,44330,41678,139254,2663,4233,1512,101065,44723,387,25817,14670,7674,20367,28041,30816,120545,47688,42041,57724,11684,157157,25731,4819,5929,887,223,29177,180
370,ORISSA,Bargarh,1481255,749161,732094,983783,557217,426566,762092,473305,288787,474390,287702,719163,166909,411566,47395,458961,205253,310784,247014,147217,58840,49238,1026479,442733,1469212,787033,410005,282422,273955,4546,106176,123180,43913,60231,21255,273403,556,3758,832,222597,37116,3347,62792,80931,18695,58478,77173,73362,231904,92959,65583,59080,5234,288282,27762,2690,3193,431,72,54154,486
371,ORISSA,Jharsuguda,579505,296690,282815,405879,228092,177787,247707,172018,75689,172069,75638,331798,81433,103224,73962,177186,69122,101541,103622,70928,32909,22010,408064,143508,551572,320156,159477,98555,102328,3966,57831,65742,34457,35184,27417,76358,538,435,652,57057,34670,1282,24394,41543,6646,16582,23228,24085,81687,33104,24498,26277,3432,101028,12354,1663,1991,259,69,19251,157
372,ORISSA,Sambalpur,1041099,526877,514222,703691,393192,310499,505840,313161,192679,336854,168986,535259,126498,220697,94798,315495,133005,185289,171876,108455,50705,45828,708229,282248,990477,565700,286575,186726,176565,5946,91058,104722,56306,56878,39884,134592,1427,3968,1633,116059,57438,2190,60077,62261,12690,32844,45534,45909,152584,61507,45168,45780,4931,187345,21159,2471,2934,372,91,37391,282
373,ORISSA,Debagarh,312520,158230,154290,197819,112649,85170,165435,92384,73051,83408,82027,147085,22453,91408,7350,98758,47615,58231,54088,27415,13420,9041,211539,108811,320350,176062,81789,53989,40025,1033,10554,19048,5845,6971,13501,50792,1409,1680,727,36347,8550,746,5477,18465,3513,10139,13652,13938,45742,18288,13516,14247,2301,56506,6595,569,708,85,54,12133,100
374,ORISSA,Sundargarh,2093437,1061147,1032290,1342322,750147,592175,873227,584687,288540,535112,338115,1220210,223537,387911,230151,618062,208100,350349,335380,243386,120373,94710,1388888,660465,2049353,1188918,573238,324436,341323,14641,164585,214427,139057,132466,83919,264763,10997,5288,1748,192348,118116,2333,93762,103204,22086,55307,77393,81425,278223,110866,85932,102594,15083,351438,44411,5684,6939,1008,247,70505,564
375,ORISSA,Kendujhar,1801733,906487,895246,1052518,605119,447399,766514,498077,268437,442497,324017,1035219,121830,490634,83664,574298,214518,287402,289350,158035,70059,57762,1091044,700661,1791705,1038890,472908,282751,232920,7608,74858,134123,55207,61402,63329,243316,22450,11181,4797,145664,69464,5978,41186,91897,14344,42078,56422,66286,244838,98347,80205,95174,10195,307417,42251,4221,4959,617,121,52002,533
376,ORISSA,Mayurbhanj,2519738,1256213,1263525,1369397,794171,575226,1223534,697782,525752,548390,675144,1296204,140189,689110,64479,753589,283489,390037,385216,214921,92060,72847,1455985,1094844,2550829,1449729,650135,414076,418435,6279,83167,166662,61298,109355,203853,292400,17356,14014,3525,236825,96329,2987,37517,98896,32205,71256,103461,97992,341257,136689,106576,126527,16403,430350,56862,6052,7021,821,148,93415,799
377,ORISSA,Baleshwar,2320529,1185787,1134742,1621232,902359,718873,932707,684020,248687,618064,314643,1387822,296834,601154,82440,683594,342192,470502,416510,267354,112392,105962,1742405,628627,2371032,1303828,622575,390611,365510,8591,161266,256167,99843,145565,12110,420751,1444,3098,8771,162647,208631,7253,71889,78155,20029,54495,74524,93038,332079,138110,100931,103304,19500,399222,52884,9291,11631,1805,535,65670,728
378,ORISSA,Bhadrak,1506337,760260,746077,1094140,596269,497871,468599,409559,59040,328097,140502,1037738,164636,373862,54244,428106,210736,391081,297270,177013,71815,67536,1232900,323145,1556045,848660,393629,260486,184434,3670,86821,165031,58614,62233,3606,284168,15,846,4116,107092,108838,2171,13097,48040,7351,21650,29001,39097,172525,68331,65097,86164,21837,225412,44020,10122,13377,2491,764,26718,485
379,ORISSA,Kendrapara,1440361,717814,722547,1089265,579970,509295,466890,386382,80508,322265,144625,973471,173107,414749,23494,438243,218444,357621,298557,203472,76449,75926,1242976,294723,1537699,771284,374559,290894,189402,2686,96234,172218,53594,58387,19468,272980,23,2531,1753,139858,57321,791,26190,78721,10236,29344,39580,49886,196212,78649,67677,76547,15066,243965,41936,7922,10098,1686,490,31406,455
380,ORISSA,Jagatsinghapur,1136971,577865,559106,889027,481049,407978,403649,325589,78060,290170,113479,733322,139646,309685,43047,352732,151737,251767,251332,185671,72703,70602,997813,209984,1207797,577896,317148,238753,170536,4349,87312,150044,69329,65115,9412,215719,83,2298,3926,83842,103798,1410,30099,23341,9703,23992,33695,42617,167195,69785,54793,53634,11064,189804,34834,5723,7087,1065,299,33863,353
381,ORISSA,Cuttack,2624470,1352760,1271710,2011469,1103033,908436,936365,761876,174489,696274,240091,1688105,349587,579529,210768,790297,289414,545514,513039,328319,159456,181601,2062622,472182,2534804,1372301,743090,499895,391982,15494,236867,298570,189715,205665,113881,303301,1196,4366,5672,189955,236109,1297,123194,129190,18775,53566,72341,96445,358552,149191,112916,111395,24543,419696,66251,14098,18244,3201,945,62640,743
382,ORISSA,Jajapur,1827192,926034,901158,1290455,706396,584059,552234,486091,66143,407564,144670,1274958,192249,495611,45528,541139,261077,433653,330016,223657,96963,87623,1452260,460953,1913213,1010147,479392,332706,246283,5921,106545,174831,93232,93204,102251,242340,4431,11828,6273,112449,139663,3243,28238,45318,13248,39390,52638,64706,245351,96962,83683,92816,16767,312041,43714,7806,9881,1619,456,41936,560
383,ORISSA,Dhenkanal,1192811,612593,580218,829910,464093,365817,435533,340552,94981,277338,158195,757278,117172,315390,36979,352369,188872,238599,193395,132002,53162,43064,859997,341887,1201884,641697,326233,222398,159449,3533,66148,98136,43089,51080,136741,97504,6084,9934,1722,96086,54498,1476,17395,62796,9130,33871,43001,49097,176751,72187,55467,52484,6134,214369,28592,3889,4631,584,158,30778,373
384,ORISSA,Anugul,1273821,655718,618103,869456,494425,375031,526520,360947,165573,317547,208973,747301,131916,340410,74177,414587,180523,265782,204235,129226,58029,45588,899985,347851,1247836,708493,347521,213517,185886,9449,77495,117477,57679,71436,100814,128273,4813,6080,4599,110149,73959,2418,41387,77490,10894,34752,45646,52778,186197,77691,55728,56830,7249,224560,31690,4112,4996,713,171,34676,378
385,ORISSA,Nayagarh,962789,502636,460153,688362,392333,296029,343633,284591,59042,229076,114557,619156,124984,261646,26688,288334,174904,227102,177180,90089,36951,33148,745059,232558,977617,502136,262086,196994,141578,2270,50425,88288,30424,43798,74303,109314,720,3326,926,131308,27799,929,32053,66154,6935,27065,34000,41202,151006,63815,45989,40150,5812,174854,29322,4341,5245,720,184,21547,306
386,ORISSA,Khordha,2251673,1167137,1084536,1749936,957515,792421,792193,645880,146313,632625,159568,1459480,349860,331834,356895,688729,276378,445785,436534,295099,177974,247498,1945913,371244,2317157,1199521,653346,391701,325139,33514,253754,324544,230931,230413,139440,167624,445,1916,4427,149118,230972,3174,147354,102035,18058,44580,62638,84648,306708,128638,93422,96982,23308,351892,63308,14040,18047,3203,804,56389,550
387,ORISSA,Puri,1698730,865380,833350,1291939,704857,587082,621676,498461,123215,450536,171140,1077054,201605,402014,72210,474224,251520,413605,364098,179086,84374,87000,1395194,309790,1704984,888134,477430,328666,244309,4693,118112,178144,83906,87997,25719,277955,68,9700,4911,119440,123180,13210,34363,74251,8976,29831,38807,58018,231885,95123,78744,81794,16996,270707,51583,9651,12268,2037,580,34924,515
388,ORISSA,Ganjam,3529031,1779218,1749813,2210050,1262652,947398,1501772,990027,511745,900744,601028,2027259,405298,795476,219918,1015394,518072,767140,508511,297490,121151,97147,2340777,1055331,3396108,1980232,924756,613249,369914,9066,257515,368877,170397,215821,182877,318506,3510,17577,3421,360704,140804,11414,196326,172552,29401,71997,101398,100085,429102,166690,162327,187270,39124,529384,103539,23512,29241,4698,1031,94730,1066
389,ORISSA,Gajapati,577817,282882,294935,262537,153663,108874,293933,155907,138026,170371,123562,283884,63112,152095,23050,175145,68405,76419,54787,36977,17084,12556,268110,335821,603931,345387,144043,85072,28704,656,23672,34820,21818,23322,38840,43514,10657,3098,263,68293,12927,555,27133,21718,6623,14473,21096,18351,69329,26757,24221,32974,5419,91784,13439,1791,2078,246,41,21517,193
390,ORISSA,Kandhamal,733110,359945,373165,399786,233900,165886,355349,193515,161834,167112,188237,377761,28736,218446,24489,242935,108606,145604,108773,48856,21351,14962,450614,287948,738562,436625,177471,117777,66979,1278,19477,37068,16664,19176,72948,53314,19568,4276,3324,72567,16935,5038,8309,15761,9480,24120,33600,29073,92241,33620,29548,41443,4720,131279,11463,916,1065,119,30,28197,251
391,ORISSA,Baudh,441162,221625,219537,271612,158648,112964,219457,125627,93830,123724,95733,221705,19191,131377,6577,137954,74205,98316,67549,30799,12500,8124,293176,146392,439568,253467,111571,75046,76760,755,13253,24261,8015,11585,18855,79403,698,1489,294,59041,9023,804,4637,13285,5101,17022,22123,20298,63446,23738,19410,20867,1291,86778,6809,451,534,70,13,13606,147
392,ORISSA,Subarnapur,610183,311312,298871,398421,230393,168028,286661,181595,105066,170218,116443,323522,50028,176927,16575,193502,86120,139994,105846,65368,25556,16745,444510,167244,611754,341561,153760,113450,110604,1332,31103,43134,13293,15651,11125,119565,812,3204,400,75638,11017,1458,11679,25055,6877,23318,30195,29834,93760,35926,28000,26722,1777,125497,8398,501,571,56,14,17988,190
393,ORISSA,Balangir,1648997,830097,818900,927260,545672,381588,720601,469956,250645,402227,318374,928396,123446,476770,62192,538962,240180,298288,226728,116297,54694,42401,985398,721389,1706787,904026,430011,310876,296141,4629,83505,125574,47324,65156,42270,322278,451,9042,2304,204388,37440,4135,44064,110070,18964,72385,91349,85353,262220,100978,75889,72258,6254,350806,27298,2199,2615,333,83,51362,472
394,ORISSA,Nuapada,610382,301962,308420,299383,180903,118480,305438,168155,137283,151694,153744,304944,43976,197258,11869,209127,64389,114394,73787,51886,19577,10131,338480,316086,654566,344075,152681,112325,107595,1346,21975,38600,15564,23219,11382,123116,1195,5110,250,86403,11802,770,16217,19366,6701,27054,33755,30196,94057,35145,28716,29939,2196,128333,11864,897,1013,95,21,18737,52
395,ORISSA,Kalahandi,1576869,787101,789768,802036,484177,317859,751930,447290,304640,376757,375173,824939,91171,456336,38412,494748,213426,225468,172905,94044,40383,27385,780451,765368,1545819,880160,415778,275533,226852,3547,58571,95057,43839,47442,27010,332445,6036,10592,762,208591,34340,1580,19264,71395,19666,75066,94732,80742,238726,89124,68860,66964,4392,330517,22551,1204,1364,134,26,50382,498
396,ORISSA,Rayagada,967911,471960,495951,407735,241959,165776,467122,258032,209090,227815,239307,500789,61543,237343,49205,286548,84956,97387,73210,46001,21439,17681,346980,583140,930120,577569,245766,140825,80566,2090,42998,56834,38841,33500,12832,147814,13711,4451,1016,125025,26498,645,41952,53070,13929,31430,45359,36916,124357,47122,40319,50421,5827,166387,17042,1555,1749,162,32,40786,290
397,ORISSA,Nabarangapur,1220946,604812,616134,470379,286984,183395,610906,342641,268265,279115,331791,610040,34570,342840,29424,372264,116468,155611,95988,44522,16463,11198,442532,739190,1181722,745206,297552,171761,166031,2030,23582,56803,30611,25523,21714,225376,4218,2359,785,160324,20286,964,15353,53963,12160,39618,51778,43812,145698,52532,49354,67982,8205,204117,31233,2726,3094,313,55,35219,412
398,ORISSA,Koraput,1379647,678809,700838,568090,340843,227247,693406,384053,309353,396460,296946,686241,85766,381789,78339,460128,158847,158653,98266,60589,32257,29000,547812,770707,1318519,818578,348803,207206,112569,6922,60021,87649,74594,58682,34361,203233,30968,7286,752,172539,46292,1783,53017,74178,24598,56868,81466,56195,183550,68441,58914,67257,5932,254148,26944,2145,2437,245,47,54676,437
399,ORISSA,Malkangiri,613192,303624,309568,244706,147001,97705,310666,170495,140171,179030,131636,302526,24604,167884,15839,183723,60913,64683,44962,19031,8487,5585,204863,390356,595219,381913,146355,83284,62048,820,16397,26853,14559,12839,5834,109087,9717,1826,488,78733,7862,913,8613,15899,6373,17237,23610,21796,76786,28031,26959,34167,2887,104884,12404,857,932,65,10,19230,176
400,CHHATTISGARH,Koriya,658917,334737,324180,397823,229923,167900,307071,185483,121588,173057,134014,351846,80023,121852,59763,181615,143413,109639,87969,47127,38677,26802,457761,179639,637400,399581,165022,94073,67318,3402,38765,50432,38370,35636,37447,64425,3648,4006,2097,67765,38999,1257,36605,2198,9604,22348,31952,23034,81771,30622,28115,34136,4216,111220,16253,2167,2572,323,82,22030,146
401,CHHATTISGARH,Surguja,2359886,1193129,1166757,1187941,694686,493255,1155807,649888,505919,622589,533218,1204079,253131,525596,65167,590763,364452,338509,281260,135374,105992,64607,1299718,991866,2291584,1441436,561915,355077,277773,8096,74614,118767,59109,130736,145838,297286,6470,14757,11539,253795,75066,1964,36922,21245,26048,74481,100529,71885,270986,99309,99792,135326,13725,383510,70257,8651,10044,1167,226,56755,530
402,CHHATTISGARH,Jashpur,851669,424747,426922,495415,280656,214759,487360,263645,223715,291349,196011,364309,76783,205670,20722,226392,120768,137681,127299,64188,50562,26161,529825,328438,858263,488965,214455,148100,100725,2442,20512,35940,13683,27142,44318,128661,4452,1722,1482,106704,17829,299,7961,1360,9440,24667,34107,26333,99333,36438,36562,50726,6361,136893,26950,3115,3619,419,85,23065,196
